EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 07-12-2020
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 STAID: Station identifier
08-13 SOUID: Source identifier
15-22 DATE : Date YYYYMMDD
24-28 RR   : precipitation amount in 0.1 mm
30-34 Q_RR : Quality code for RR (0='valid'; 1='suspect'; 9='missing')

This is the series (SOUID: 105238) of GREECE, CHANIA (STAID: 754)
See file sources.txt for more info.



 STAID, SOUID,    DATE,   RR, Q_RR
   754,105238,19580805,    0,    0
   754,105238,19580806,    0,    0
   754,105238,19580807,    0,    0
   754,105238,19580808,    0,    0
   754,105238,19580809,    0,    0
   754,105238,19580810,    0,    0
   754,105238,19580811,    0,    0
   754,105238,19580812,    0,    0
   754,105238,19580813,    0,    0
   754,105238,19580814,    0,    0
   754,105238,19580815,    0,    0
   754,105238,19580816,    0,    0
   754,105238,19580817,    0,    0
   754,105238,19580818,    0,    0
   754,105238,19580819,    0,    0
   754,105238,19580820,    0,    0
   754,105238,19580821,    0,    0
   754,105238,19580822,    0,    0
   754,105238,19580823,    0,    0
   754,105238,19580824,    0,    0
   754,105238,19580825,    0,    0
   754,105238,19580826,    0,    0
   754,105238,19580827,    0,    0
   754,105238,19580828,    0,    0
   754,105238,19580829,    0,    0
   754,105238,19580830,    0,    0
   754,105238,19580831,    0,    0
   754,105238,19580901,    0,    0
   754,105238,19580902,    0,    0
   754,105238,19580903,    0,    0
   754,105238,19580904,    0,    0
   754,105238,19580905,    0,    0
   754,105238,19580906,    0,    0
   754,105238,19580907,    0,    0
   754,105238,19580908,    0,    0
   754,105238,19580909,    0,    0
   754,105238,19580910,    0,    0
   754,105238,19580911,    0,    0
   754,105238,19580912,    0,    0
   754,105238,19580913,   12,    0
   754,105238,19580914,  163,    0
   754,105238,19580915,  276,    0
   754,105238,19580916,    0,    0
   754,105238,19580917,    0,    0
   754,105238,19580918,    0,    0
   754,105238,19580919,    0,    0
   754,105238,19580920,    0,    0
   754,105238,19580921,    0,    0
   754,105238,19580922,    0,    0
   754,105238,19580923,    0,    0
   754,105238,19580924,    0,    0
   754,105238,19580925,    0,    0
   754,105238,19580926,    0,    0
   754,105238,19580927,    0,    0
   754,105238,19580928,    0,    0
   754,105238,19580929,    0,    0
   754,105238,19580930,    0,    0
   754,105238,19581001,    0,    0
   754,105238,19581002,    0,    0
   754,105238,19581003,    0,    0
   754,105238,19581004,    0,    0
   754,105238,19581005,    0,    0
   754,105238,19581006,    0,    0
   754,105238,19581007,    0,    0
   754,105238,19581008,    0,    0
   754,105238,19581009,    0,    0
   754,105238,19581010,    0,    0
   754,105238,19581011,    0,    0
